row_index,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25
11,0.0031155325421209122,0.03722515647706347,5.774201687433444e-4,5.267449736364493e-4,0.0667594840300557,0.007038506205345131,0.08259087409294169,7.538645251717262e-4,0.012494916348836491,0.0016419054808652228,0.0014365071386617748,7.438222965678331e-4,0.5308348641048848,0.003055892890504296,0.007402620556743555,0.00818891389468927,0.0011339496109033828,0.0026989571901560564,0.005048705127162618,0.00258148244656045,0.147524257315334,0.06724887814209098,0.0038751786266207444,0.002819477836525171,0.0026820879778150578
12,0.001462935159791694,5.187782302692869e-4,0.004326772474417476,0.009588846416815369,0.0011030912269961398,3.758226021116228e-4,0.10343302767754499,0.0017787746480154474,0.018982119775690823,5.680280035961941e-4,7.822871189017386e-5,0.0015186150339388566,0.0232276530455455,0.00561444229518134,0.0031680252793667373,0.04746872862269745,0.0029364559801441283,0.0010036891999364126,0.6472403910019968,0.11041506723510415,0.004384135836401272,0.001744225976208685,0.005755050101779081,0.0010882481882809997,0.002218847276279564
13,1.0118818095033373e-4,0.0017785234209259015,8.510412738335327e-5,2.1086715585672523e-4,2.2056153715976982e-4,0.9890381279252889,2.1568092904872404e-4,1.6129779372720516e-5,2.267531930490337e-5,2.1448888205908453e-4,4.44370889047799e-4,6.111472204759296e-5,5.153338202403039e-4,9.41087686812335e-5,0.00421017668991706,4.6806806997259685e-5,1.156577555847968e-5,3.138871155618105e-4,3.3700411243801817e-4,2.5738726167883054e-6,0.0010290066760158068,4.819128174699759e-4,1.2188750981319122e-5,4.6939836822746316e-4,6.720355684789866e-5
14,5.270378521665889e-4,0.0018142731466147016,0.0012061166434441458,4.1549184215094274e-5,0.005041879562710666,2.0285458646871813e-4,0.0014844679032988317,3.0398019228176655e-4,0.0011109407553284978,9.891525006768443e-4,2.2404555150105975e-4,1.3325377936325872e-4,0.0025365549372731696,5.991034851660669e-4,0.0034958657063315014,0.1042841769599717,0.002644897121058771,6.14713207754635e-5,0.0029759597335062503,0.09146481956560024,0.004712203600009232,0.153639286129664,0.5503353810063906,0.0694631882702589,7.075405059236002e-4
15,0.002280578249033135,0.005368957984304906,0.002550824544112909,5.09912378796879e-5,0.04710743435093714,2.0682155671460596e-4,0.0032777337626267015,0.0010196476089889845,0.0034646888335033974,0.0018872422888081364,2.217283220669475e-4,5.302319763536582e-4,0.011361337379558507,0.00783579082266394,0.0035642659580986088,0.12367488670529225,0.03331269870307824,1.9735954919214375e-4,0.002738152615319773,0.22256166728096927,0.00406227072160398,0.05883779576796351,0.4478578751272618,0.01289713920169055,0.003131879451977623
16,0.010607025950911326,7.53896449899439e-4,0.020672908805270795,3.039408712310106e-4,0.004269243124094796,0.09356375310804721,0.0021819964184181862,0.062318830439344476,6.087443951418188e-4,0.5239919836175909,0.0035564892286061925,0.0023028939025741915,0.0035754728911616854,0.2294188775896447,0.008628071608843838,0.005144780043994368,8.738791712787295e-4,0.006577547114024603,0.0016070402510682522,5.669784390008574e-4,0.009402761407878112,0.0010512509622469907,3.082883107226811e-4,0.004384108393404756,0.003329237505599896
17,0.02722539192677956,0.004317306910478238,0.007071148625280507,0.001219600903384868,0.007379794897433505,0.002247961772542215,0.0024244989387992603,0.09362298698507457,0.0024260748824477094,0.2836886819920221,0.04577172002057263,0.0035513483572762556,0.0025920376164417194,0.23227994179796194,0.005345622640823714,0.014468636060263138,0.0011843740621430812,0.014251143803155257,9.390740460773171e-4,0.0010044466838665294,0.1657790726180046,0.009292498363533346,8.705214988187622e-4,0.06268108255075257,0.008365032046066473
18,0.09033791908758787,0.0026408326771256868,0.007107476828946563,0.00625854372697779,7.419857143670594e-4,0.0025085546402761785,9.422272672559763e-4,0.0320797550844612,0.0016968121939870842,0.059378486284360744,0.06865379484640792,0.3377263856404559,0.0018746190688980458,0.11498252813051828,0.012136613544374897,0.0039695764382070365,9.943248953958191e-4,0.22476146661239926,0.0018750331833675656,1.5156149320350154e-4,0.007258921579849116,0.0015892258837573088,8.440711923678044e-5,0.005616446559943156,0.014632501498639428
19,0.002538568362308686,0.295651315900879,0.00150318474221866,0.011244268631402063,0.004785995743475013,0.009177391746475999,0.0016201410238754093,7.5205606625259e-4,0.002126602449641915,0.007825230661618247,0.0771665243746756,0.00213155899773739,0.0060182735424488135,0.0014643822454615003,0.08628909958549824,0.0045427523843228484,0.0010034077589493263,0.0028989990212611324,0.016302264863132694,4.932215839775892e-4,0.021777285710015647,0.3577049671143894,0.004241664025675959,0.07982043596827432,9.204074960315161e-4
20,0.007892121182784727,0.11999077573322761,7.029599271335134e-4,3.0635554894462263e-4,0.37691486687606857,0.004664583611316129,0.002226530697851448,2.1037515824694292e-4,0.0011075254939846466,5.919974081594989e-4,4.0918185417896985e-4,4.0717246991652873e-4,0.39499594877475075,0.0012062691055589685,0.05801336931496971,0.0010311641978485104,0.0021712133990181124,0.0011968507349411448,0.004128515284397943,0.0010384236045878148,0.0016570496723973562,0.014227811758440415,0.003022554825147915,0.0012469585097547576,6.394248563738572e-4
21,3.669334167625288e-4,0.0014953702059888761,6.237675460499832e-4,2.373598493121184e-5,0.5551873968029887,1.9354203444000916e-4,1.5122208317815925e-4,7.095767738401007e-5,8.607718116886071e-4,8.590735926493786e-5,4.221765303753509e-5,6.426389578289348e-5,0.4304943444714356,4.064355624321187e-5,5.730007549938807e-4,5.348737472188511e-4,0.0012114878180979312,1.5094818745754683e-4,0.0018776675617228871,0.0020653574037871893,4.5321440345201226e-4,0.001746072034973525,0.0014348730896242032,7.746403726645266e-5,1.739664622300569e-4
22,0.06064002869134997,0.004724251129367633,0.0026279938249109455,9.776769684185486e-5,0.8637253343280961,3.2224766078009195e-4,1.1453826774284278e-4,0.0024181339594209015,4.6813378703800494e-4,0.011750248862440029,0.0011917943911404526,4.2011493994772986e-4,0.00934299945580078,0.012454831533189287,0.0011052361135848686,0.0011776996653373839,0.01578412657006524,0.0012299091002441265,4.2143723011462265e-4,0.0033769540223450886,7.976381252860706e-4,0.0028581415783601348,9.24586389992648e-4,0.0011366413239920251,8.892113526110376e-4
23,0.005611531142478564,3.5998988317670805e-4,0.917279710625783,0.0013897769192373554,7.135670875693431e-4,5.332591900517178e-4,0.001054354245643035,0.006114426326595212,3.956605638958013e-4,0.003093470108797845,2.458314672795434e-4,0.0020060459266298264,0.0011930706132469828,0.037878164624079363,0.0021373310573656085,0.00524472221042285,0.0022175381620315377,0.002555010662980947,0.0023016573457668595,0.001508962183851034,4.703404626768111e-4,1.6651464734975126e-4,2.1687163127957754e-4,0.0011347233700791859,0.004177469541731562
24,4.756844796637767e-4,3.583798115578863e-5,0.9834013126931802,1.5801426601409394e-4,1.2289922005032742e-4,1.0589007830436097e-4,4.561374058860091e-4,5.890001366309004e-4,4.228981086902178e-4,4.6240645371799823e-4,9.443914371998048e-5,2.0524807564839363e-4,0.00054587074887947585,0.005462271243150774,0.0010079444699638285,0.0022140561042131896,2.495063839437632e-4,6.842018389092834e-4,5.484629327326976e-4,8.796342903491282e-5,0.0011116311610331832,4.8480982160596366e-4,3.689334440738291e-5,3.049287259490963e-4,7.316917535140918e-4
25,0.002500389522582791,5.837599908759818e-4,0.9594062204762959,0.001855555405089587,6.05664303262632e-4,5.375521196949982e-4,7.743976787222749e-4,0.00365327203707533,3.081119962353906e-4,0.001687431711528289,2.605152279533819e-4,0.001316495247067822,8.813794672572164e-4,0.006663680951105316,0.0021157302632986113,0.004817257566577414,0.0015749387284414856,0.001514512313997176,0.003047160210910267,9.996414195038907e-4,4.63992455968873e-4,2.3744741268915626e-4,1.9831371941348517e-4,0.0015066758595575832,0.0024899039148949293
26,0.03172758760427513,0.011988805673444087,0.04389329684543693,0.001457294664693537,0.01757181934072642,0.0016743182975324468,0.005976284204095851,0.01639246027703555,0.004984312257278093,0.14610653253312764,0.003527436485539534,0.004925606388827824,0.012079071156203406,0.13763819451704712,0.012669633482023488,0.01889265627481388,0.4000465241835384,0.0068835782506525625,0.007514008103947629,0.03967794107807024,0.005726926530592319,0.007588946480098856,0.013109381854092514,0.02738597276780727,0.02056141074909915
27,2.816159850646983e-4,0.7163646654121798,1.0134681561848229e-4,0.023274706229575295,2.0815170000983095e-4,2.215429085331056e-4,2.754429995668551e-4,2.377497666027737e-4,0.01384052883448385,0.0013256835721323402,0.23012988437178783,0.0015378757737884348,2.492660089367088e-4,4.4595307101631123e-4,0.0011317924084317213,3.789556945586552e-5,5.374008207104324e-5,0.0012221648327698836,4.412198908147224e-4,4.032376323949342e-6,0.002087085482531096,0.005680722839253321,3.966828688877778e-6,4.060557020538507e-4,4.3691053830949327e-4
28,0.0018597207958835045,1.7191859085482632e-4,0.001120053154484283,0.0021922879861785705,1.267111825535995e-4,8.673714462378029e-4,0.008496247168111098,0.0071489282882874075,0.0649863185201507,0.02364444107615663,0.0022978005211491265,0.012450521765110426,0.0010062987583660968,0.4545017464074988,0.011661305806992069,0.018442297844953014,2.2700333075825865e-4,0.033695510447396645,0.004405610604996959,7.836961000640722e-4,0.3224602934636969,0.0031868051352610333,0.005276425622271409,0.001610693551998743,0.01737999243058786
29,7.670823552912954e-4,0.03744984466962421,8.5160197593536e-4,0.0023565953786072306,0.0013841389181520503,0.002004743189935274,1.5551199179007495e-4,6.029377895117362e-4,3.487474591353819e-4,0.002744350613304891,0.791759029293233,0.002144795292834337,0.00404024225028583,4.83277343059149e-4,0.004050125971551635,0.007159187909187342,1.6677264913945075e-4,8.843291996831901e-4,0.06673913637117668,2.0174258198237823e-4,0.009078694076083756,0.05890734736090389,4.098953298013895e-4,0.005191194903685093,1.1867512610544737e-4
30,0.003935387620634402,0.007264626463896407,0.021675214893564557,0.00622434472005059,0.0011994157309555271,0.009593327449814493,0.0018394999493257138,0.1734072487364917,9.428573062343721e-4,0.0149462400942267,0.03438451807198595,0.001666181532738787,0.001056418622896003,0.005567422775774984,0.4839039249575317,0.008614363632100873,1.8680548644239977e-4,0.028325911701067182,0.004963667604172441,1.3841492555078484e-4,0.053293062139513334,0.025412127573839573,0.0012590710205619428,0.10728937480102355,0.0029105721896063026
31,4.3410938259962176e-4,0.0011032759801144186,5.958960328713646e-4,1.6239802911736825e-4,5.314512740263855e-4,0.06101608826284131,4.876914573638941e-4,0.00196434108381312,3.337245720866547e-4,0.7284444055943197,0.008637940807966505,8.521958344406246e-4,8.796209700936357e-4,0.011785918026949402,0.004961094327924421,0.003200594015525904,1.887264254866407e-5,0.001180300909150042,6.850657685605766e-4,2.2258927152831488e-5,0.16334203462397215,0.0037352369760960532,9.631522483548953e-5,0.005217866875470583,3.113024001590506e-4
32,0.005433876421621404,0.0016071294041370302,0.0017011259408883895,0.0019423395483163814,8.039879813760055e-4,0.003888986595520955,0.10958255143959303,0.0036996518687977447,0.07654012175692865,0.016481490535072408,4.225332449100911e-4,0.0032904502950359743,0.0032049951749426524,0.25339222714170506,0.0630819263030295,0.023412147209565016,5.648243493531053e-4,0.014858538709083095,0.0032926169899903522,0.001936814594478801,0.381080768730581,0.004353064869377987,0.008308078505595999,0.005073771940414102,0.01204598044968505
33,0.0018944265332194448,0.35170852605171,0.0010384108604145925,0.006020457234466659,0.02897764767014576,0.002679776237169035,0.0213748067260675,2.4423464643135573e-4,0.3050819395641573,6.079768068776882e-4,2.6480999697851485e-4,8.207671405743356e-4,0.11671641995608822,0.0017271426050142896,0.08885804467415206,8.066655138763081e-4,0.02674501940924508,0.0026168550735865743,0.01082905036037425,0.0035106830553496347,0.0028825663011063448,0.011199057274268976,0.0038871510815164296,0.003119977301893207,0.006387587925316571
34,0.008992179826417803,2.738191805505632e-4,0.02381226966490057,0.0012651450042663645,0.007291316569563876,0.002231856785486999,0.05228137957901625,0.04409435943121248,0.3379681323448862,0.011876776067274783,0.0010038634706725418,0.0038458864382250307,0.08907841950015602,0.21429791145544408,0.00595540353496256,0.02626324083108551,0.00330916126797569,0.05232610014922514,0.004984337616267254,0.01808171993781367,0.03591651942823423,0.005281387626963408,9.152820813421004e-4,0.0010778827224980573,0.04757564948555899
35,1.9173021970837677e-4,0.19970370070911841,4.319040403326785e-4,0.2032123527055176,2.538499244361523e-4,0.1377329245303016,0.003618980580777669,1.0601858118238847e-4,0.0010110293799618557,0.00327680493649098,0.010869870569986092,0.0013750757087268328,0.0013076890119770685,2.630627147564202e-4,0.07260376900399564,0.0015209656680323605,3.8241316533623275e-5,0.0012353793288137419,0.13390262950467713,2.2339127246145946e-5,0.15434332277256835,0.05958818374133433,3.191920344907793e-4,0.012879514083812493,1.9146980522220946e-4
36,5.486302845331584e-4,0.001185893032423656,3.3222069652836644e-4,5.323644132430898e-6,0.0148441884519395,5.652975621977962e-5,0.0015908466233361784,1.737170058764e-4,0.0017284844363953747,2.494072782971168e-4,8.067422954089167e-5,4.082326920119637e-5,0.011500548209664879,3.6095709590505285e-4,6.423042846115884e-4,0.03897072185838168,0.002427971530488589,1.526195787158325e-5,0.00233700967901147,0.42771128827303156,0.0014081192704596198,0.217668550696408,0.27196246264155965,0.0038205493277318086,3.3751646645059923e-4
37,3.185387656416765e-4,0.002801099004511364,5.403675226538716e-4,0.00115719170394398,1.676734363736991e-4,0.0017587895585680848,7.76745686864886e-5,0.0016114544610026922,2.5993244248930994e-4,0.6715442394607088,0.11327408517395769,0.002208317339689377,2.732508204377135e-4,0.00304223904025799,0.010272966672280006,0.0024992907096849327,3.6368545160721404e-5,0.001173562691751955,0.002677382920079626,2.6061901139339323e-5,0.04812631036351544,0.0338169950618176,2.4190512725385708e-4,0.10198931192739254,1.0499078100164952e-4
38,0.006127147369558778,5.754242837376458e-5,0.023709368297407434,3.6083981572269345e-4,9.748714601471388e-4,1.7702561419573088e-4,0.0040737284184813255,0.4242649202357636,0.001618019912124991,0.022199059490426512,7.522823482369524e-4,0.006242812028998633,0.0012581414946776903,0.38627426704652246,0.001107137041200534,0.09094954747125954,8.102023608876416e-4,0.007133108134954753,0.0016208884501241689,0.004166960518735213,0.00702817900442033,5.165502042806257e-4,8.680060346260731e-4,0.0016036709945257024,0.006105723824347656
39,0.029283719792558727,1.581238825002196e-4,0.005831232369890338,5.680386908954557e-4,5.678513431329114e-4,1.6766543129240487e-4,0.0024207828773617998,0.47302427603974934,0.001710208308099543,0.014469740431873091,0.0012633007851086822,0.0027839429881943638,9.578677389211909e-4,0.41049362823417396,7.862246485871681e-4,0.002338088299209916,8.137130749936627e-4,0.043291501260111755,5.005584806894697e-4,6.359150637983633e-4,0.001790788968459254,1.7640334050070413e-4,7.47500238964342e-5,4.5054102027319696e-4,0.005441136905728298
40,4.467602047340719e-4,0.28594707488231647,7.381733451304054e-4,6.850930083776423e-4,0.4957405197011253,6.628271401165813e-4,2.6473233907459094e-4,5.4202799005827105e-5,0.00160259162880461,1.7991631192010418e-4,4.862663609680265e-4,1.2237749726183434e-4,0.19267949767598302,2.7756115538846794e-5,0.003932745294777798,2.007281094887212e-4,0.0012497202962931983,3.6082801193025127e-4,0.003436130553024483,4.6713134499975774e-4,0.0010755783068058817,0.008200414907319181,8.255719570502812e-4,2.2374961352051892e-4,3.896125944321488e-4
41,0.006449136239695648,0.0062481415148852,0.007873443262150078,1.7416283644169692e-4,0.42254712873775213,0.0018557938751889102,0.004541008550037877,0.0014541420260099037,0.003087288970770843,0.0010852242195777196,2.9905781483315205e-4,0.001045635109450256,0.41469277789970843,0.0072505146273464435,0.0043196034342400935,0.007827972612264544,0.05511086940609894,0.0013691926393131118,0.008052303411936463,0.024851554268173367,0.001624911799231669,0.005730862357792837,0.007339102470660262,0.0022708397124184053,0.002899332204022039
42,0.007148292653105669,0.005251592717825253,0.0036427177595876707,6.297100624536263e-4,0.3438447140476929,0.003383085345330496,0.00461978739169435,0.002610777873314826,0.006016338108366057,0.00407538696880128,0.004598616377425516,0.1331628380518268,0.24784332949627064,0.009495636254108904,0.004325638677661694,0.06996007049254824,0.002091269839267442,0.005559086595731327,0.004782306809825444,0.0020378625808358006,0.11844321077375192,0.009228149755492266,0.0016404198350180614,0.00230454240216851,0.0033046191298954915
43,0.010505723253375286,0.0018057627991090372,0.8996587339705503,0.0032687425928512475,0.002034241680961024,0.0013950201735802596,0.0020886312143359982,0.007274075479501479,8.477825935054816e-4,0.0036371571073623085,6.541773421372867e-4,0.002729389443390068,0.0027329590671532305,0.016185739668702622,0.005572859741402895,0.009725315292850763,0.004301072264804335,0.003912949633699054,0.006058991140906332,0.0028675590343259704,0.0011806530619205234,7.486706714429276e-4,6.283802622548168e-4,0.0033635516894162166,0.006821860820460299
44,4.29330453433129e-4,3.073746940622852e-5,0.9851648301339063,1.4055030369169167e-4,1.1016411157812827e-4,9.274656455111734e-5,4.004276186492784e-4,5.387829218961309e-4,3.690003050223638e-4,4.082929509336119e-4,8.215218830039184e-5,1.843760730871284e-4,4.812589383759812e-4,0.0048419817908054745,8.826710678614027e-4,0.0020799866068586794,2.294910779714598e-4,6.00156387140135e-4,4.9400908240113e-4,8.21321556964328e-5,9.638112429852221e-4,4.218293891390262e-4,3.346665933560183e-5,2.757323273144927e-4,6.620821796594756e-4
45,0.004357700483414695,0.0011415924004337123,0.9313654553973676,0.003287479313475612,0.001036288830776087,8.029427514310785e-4,0.0014118999661668409,0.005296452405816518,5.530976929606244e-4,0.002831350920701952,4.209162473165611e-4,0.002044251847866976,0.0015193656234218482,0.012026632234820032,0.0035984777608250177,0.0069463399831388465,0.0035583320560539735,0.002424480139694873,0.005390280027598626,0.0018955418384814418,7.355460244586604e-4,4.2339473182786963e-4,3.842539548983769e-4,0.002473709241505737,0.004074218125546546
46,0.09904379629015457,0.00561364007010621,0.08642371412845118,0.002490847646325717,0.00908862349170022,0.003635582355285671,0.006554756672602027,0.04764300645927752,0.0048913904183037005,0.21780743720181356,0.008963778574876456,0.010929076646151281,0.0100484095466361,0.31942659663057477,0.016516355874820986,0.03778451364187584,0.011104333255633753,0.01817631854647096,0.007569378427404636,0.009375326456991124,0.019391569082214313,0.007528553797116228,0.0037379848509362544,0.01738733476220118,0.018867675172075903
47,0.0016908843241528599,0.6448096009606634,6.174091642742297e-4,0.3364857685635031,1.8189266361439657e-4,3.4800688110635226e-4,0.0010436718870901072,1.240486979448849e-4,4.534253737900734e-4,1.9698623063618752e-4,0.0017194065019084201,5.957208917401179e-4,1.7253304384359225e-4,4.2690121344338627e-4,0.005002055189797101,5.368006260496524e-5,2.8600203925646206e-4,0.001316492056795884,0.0019411291243865527,1.6822189669039026e-5,4.346763025753643e-4,8.429848211841631e-4,1.3934892634669603e-5,4.1300228287572977e-4,8.129646405092935e-4
48,0.0957185590118814,0.005264712215919317,0.10310909134020134,0.022415140246976776,0.0030529403732903805,0.004096151506407738,0.12112355634095821,0.019699032552351677,0.014576132184515004,0.005929766755006134,0.001353197667494504,0.012432860324689545,0.007170184007027243,0.22142295128208414,0.012335844619692195,0.01838243145233472,0.010638137589536792,0.08294158359420763,0.0066748899480819825,0.010040402594589845,0.009243948874965166,0.0010726291828460418,0.0012353667470128482,0.0034021519998339803,0.2066683375880955
49,1.707565919088751e-4,0.00762487402576624,1.714534690854733e-4,0.0024817646200829564,4.946702662325498e-4,0.904052350504343,0.03513900894294776,7.848380570999234e-5,5.976622698273318e-4,5.017871688609466e-4,5.358386772399055e-4,1.631599315274767e-4,0.0016779773455322135,3.614636243006423e-4,0.00782039802992717,4.4067761320892493e-4,2.9934172441652434e-5,9.832146274468426e-4,0.0018060766329661135,2.4951067666101894e-5,0.03164123461319665,0.001478809007616663,6.286372920732842e-5,0.0010860457646657492,5.745434982915582e-4
50,0.17684260133172208,0.008532080414425238,0.002558215841329711,0.003862673745918469,0.0020594586594455213,0.007415572352377143,0.17212566521327166,0.012500436731458458,0.05371472591926168,0.06257209768577483,0.004598748705406608,0.0026031210764422656,0.0037994742505272367,0.08874402813437625,0.013619467078702076,0.005476872107353393,0.002165783204061191,0.08026302568552107,0.0011028833369170646,0.0019901333344944823,0.13897629413560403,0.004227761782104203,8.660708017429985e-4,0.010095202862912621,0.1392876056088496
51,0.005780727498118785,0.0011728557669368235,0.06611871334418688,0.023697615628140916,6.411198346649226e-4,3.908023226793157e-4,0.034249500549376484,0.5413258251804647,0.0063536363434077816,0.010842394076131022,8.516390255078279e-4,0.00556614405379843,0.0010380397670002256,0.23579490038240858,0.0036886661346933413,0.008043981300903984,0.0022136191116528614,0.011005843012164935,0.007497253815613751,0.0026011092870408684,0.003156463905377959,3.5000650538146696e-4,2.820311022903207e-4,0.0012773561227393184,0.026059755929318487
52,0.04466421562925544,0.01089717479423563,0.02860798249102872,0.00708783390177899,0.008415328611485943,0.002623947494526236,0.01678069094409366,0.014065056643745279,0.0061408787360019085,0.015226986403370887,0.0015177433531457867,0.009029475535450988,0.0181421076594837,0.2736987303627533,0.026122504346469618,0.01033880099899753,0.36573657180530805,0.020139724750580047,0.03676667296537232,0.029743043912004302,0.003004100843133356,0.0031344795747134343,0.008503344260955932,0.008688492634667306,0.03092411134744168
53,1.9735818224431205e-4,0.9772579707225775,8.143965614141489e-5,0.0021668000176545757,9.620325380728495e-4,6.484854758488842e-4,5.668476638057566e-4,2.6332978085673053e-5,2.960626490717557e-4,2.0221770336030037e-4,7.179471334792391e-4,8.152503371398575e-5,4.860893644268525e-4,1.0153460994755578e-4,0.00891925775200628,5.225698936249162e-5,1.8851806297125106e-4,2.2823570343835168e-4,5.928111090310885e-4,2.3162471703853982e-5,6.640700739252693e-4,0.0044595816879250405,1.219742094605808e-4,6.434862318509467e-4,3.1400197989357563e-4
54,0.012763515978428525,0.0482459765216918,0.003500297170437337,0.07368374878854897,0.003816648071116827,0.22478182968067467,0.0025633717450917184,0.001964894376611893,0.0010155934559046645,0.013650814090312532,0.03606861510995398,0.015636677275928646,0.00934700623296648,0.004484456143436748,0.06557342084692393,0.002772232984197304,3.6142338097793045e-4,0.08067479451906281,0.33374638253939626,8.89588945033986e-5,0.05028985153450915,0.006815216063477636,1.9745109434923965e-4,0.0071868148350685244,7.700086664290901e-4
