filename,year,month,volume,topic_num,topic_label,proportion,text_preview
November_Vol10_16_Of_Interest_Of_Interest_to_Women_Lalene_H._Hart.txt,1923,November,Vol10,6,Recipes & Cooking Instructions,0.9953871762108446,vol10 sequence category interest title interest women lalene hart interest women lalene hart selection care kitchen utensils since kitchen laboratory workshop home greater care selection equipment taken manifested many housekeepers absurd think farmer trying till soil without necessary tools plow...
December_Vol2_05_Prince_of_Ur_A_Prince_of_Ur_Homespun.txt,1915,December,Vol2,1,Biblical Stories,0.9952013687402483,vol2 sequence category prince title prince homespun prince homespun continued sarai bellowed king suddenly rang audience chamber long bloodcurdling cry woman give speech cried king scarcely vibrations ceased woman clothed pure white dark glossy hair falling unbound thin streaming veil covered fac...
March_Vol3_04_Prince_of_Ur_The_Prince_of_Ur_'_Homespun.txt,1916,March,Vol3,1,Biblical Stories,0.9951767810192159,vol3 sequence category prince title prince homespun prince homespun say nimrod hath gone pavilion haste thee mardan bring fathers wifes royal litter nay sarai need know must represent family court nimrod zillah thou shalt favorite slave thy fortunes made gold slaves thine shall thy reward thou ha...
January_Vol8_11b_Guide_Lessons_Guide_Lessons_for_March_a_a.txt,1921,January,Vol8,4,Gospel Doctrine & Spiritual Kingdom,0.995111457861885,vol8 sequence category guide lessons title guide lessons guide lessons lesson theology testimony first week marcu salvation living dead authority foundation religion hereafter divine authority legitimate authority teach preach administer ordinances gospel true earth regard authority just true lif...
August_Vol9_14_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,1922,August,Vol9,8,Stake & Ward Relief Society Reports,0.9950460168161009,vol9 sequence category notes field title notes field amy brown lyman notes field amy brown lyman secretary eastern states mission direct motherly influence students away home homes various members generously offered relief society meetings inasmuch chapel branch earnest effort now made provide su...
February_Vol10_13a_Notes_from_Field_Notes_From_the_Field.txt,1923,February,Vol10,8,Stake & Ward Relief Society Reports,0.9948681030435007,vol10 sequence category notes field title notes field notes field amy brown lyman relief society magazine expresses hearty appreciation numerous messages love good wishes confidence received beginning new year missions stakes wards individuals joins every relief society woman organization wish ye...
May_Vol3_09_Article_Crocheted_Yoke_Isabel_Whitney_Sears.txt,1916,May,Vol3,10,Genealogical Stories,0.9947804690899008,vol3 sequence category article title crocheted yoke isabel whitney sears crocheted yoke isabel whitney sears wouldnt like know fashion charming yoke pictured follow directions carefully stitches used chain stitch catch cotton hook making loop draw cotton hook loop makes first stitch repeat draw m...
September_Vol9_09_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,1922,September,Vol9,8,Stake & Ward Relief Society Reports,0.9947266054280905,vol9 sequence category notes field title notes field amy brown lyman notes field amy brown lyman johns stake johns relief society stake reorganized stake conference josephine patterson appointed president later selected counselors ethel whiting dora udall laura day chosen secretary retiring presi...
March_Vol2_08_Article_Kitchen_Kinks_Jakie_Discord.txt,1915,March,Vol2,6,Recipes & Cooking Instructions,0.9946824101943261,vol2 sequence category article title kitchen kinks jakie discord kitchen kinks good flour housekeepers select flour examination usually take brand tried recommended friend grocer furnishes supplies really rule given inexperienced cook determine accuracy good grades flour hints however enable one ...
V1_1914_Oct_00_BOARD.txt,1914,October,Vol1,2,Advertisements,0.9946127900202485,vol1 sequence category title relief society bulletin cover masthead relief society bulletin issued officers directors relief society human service come consideration political parties social organizations educational institutions relief society instrument human service half century ministers imme...
May_Vol3_07_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,1916,May,Vol3,8,Stake & Ward Relief Society Reports,0.9945227027812605,vol3 sequence category notes field title notes field amy brown lyman notes field secretary amy brown lyman relief society stake conference relief society stake conferences appointed held connection stake quarterly conferences appointed held independently conference dates 6th 7th south sanpete cur...
V1_1914_Jun_00_BOARD.txt,1914,June,Vol1,2,Advertisements,0.9945212892558779,vol1 sequence category title relief society bulletin cover masthead relief society bulletin issued officers directors relief society human service come consideration political parties social organizations educational institutions relief society instrument human service half century ministers imme...
October_Vol9_12_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,1922,October,Vol9,8,Stake & Ward Relief Society Reports,0.9944939478075073,vol9 sequence category notes field title notes field amy brown lyman notes field amy brown lyman netherlands mission interesting letter received lillian lillywhite supervisor relief society work netherlands mission present nine well organized societies mission total membership one hundred sixtyfo...
March_Vol9_11_Article_Hotel_Utah_Food_Combinations_Louis_J._Theu.txt,1922,March,Vol9,6,Recipes & Cooking Instructions,0.9944649125855373,vol9 sequence category article title hotel utah food combinations louis theu hotel utah food combinations louis thewchef combination chafing dish utah take fresh vegetables peas asparagus tips cauliflower spinach place sauteuse heat oven put medaillon sweet breads center mound peas fitting chafin...
April_Vol6_06_Construction_and_Reconstruction_in_the_Home._._Janette_A._Hy.txt,1919,April,Vol6,6,Recipes & Cooking Instructions,0.9944420134993613,vol6 sequence category construction title reconstruction home janette construction reconstruction home janette hyde ====================================================================== construction reconstructino home janette hyde lucile young mcallister lingerie waist wearing suit nothing take...
V1_1914_Jul_00_BOARD.txt,1914,July,Vol1,2,Advertisements,0.9943169877422773,vol1 sequence category title relief society bulletin cover masthead relief society bulletin issued officers directors relief society human service come consideration political parties social organizations educational institutions relief society instrument human service half century ministers imme...
November_Vol6_10a_Current_Topics_On_the_Watch_Tower.txt,1919,November,Vol6,3,World War I News,0.9942219710895882,vol6 sequence category current topics title watch tower watch tower ====================================================================== watch tower james anderson french chamber deputies ratified peace treaty germany smaller vegetable crops reported utah several preceding years two mexicans ly...
October_Vol10_13_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,1923,October,Vol10,8,Stake & Ward Relief Society Reports,0.9941927256083952,vol10 sequence category notes field title notes field amy brown lyman notes field amy brown lyman southern states mission relief society magazine receipt accompanying picture richmend branch relief society southern states mission annual report shows fourteen members enrolled society including off...
December_Vol8_05d_Guide_Lessons_Social_Service_-_Leadership_in_the_Home.txt,1921,December,Vol8,7,Household Management & Budgeting,0.9941800045329815,vol8 sequence category guide lessons title social service leadership home lesson social service fourth week leadership home previous lesson observed two ways home regarded first preparatory school training boys girls useful service community church state nation secondly end sort ideal life one mu...
V1_1914_Dec_00_BOARD.txt,1914,December,Vol1,2,Advertisements,0.9941562941104041,vol1 sequence category title relief society bulletin cover masthead relief society bulletin issued officers directors relief society human service come consideration political parties social organizations educational institutions relief society instrument human service half century ministers imme...
November_Vol5_09_Current_Topics_Current_Topics_James_H._Anderson.txt,1918,November,Vol5,3,World War I News,0.9941218170153016,vol5 sequence category current topics title current topics james anderson current topics james anderson utah artillery camp kearney cal landed france dora kaplan girl tried assassinate bolsheviki premier nicolas lenine executed famine western asia producing dire results among millions population ...
October_Vol6_04g_Current_Topics_On_the_Watch_Tower.txt,1919,October,Vol6,3,World War I News,0.9941125147139696,vol6 sequence category current topics title watch tower watch tower ====================================================================== league nations peace treaty reported senate committee early changes servia rumania defiant commands entente allies regarding hungary beginning eastern europe ...
October_Vol5_11_Current_Topics_Current_Topics_James_H._Anderson.txt,1918,October,Vol5,3,World War I News,0.9941011287538304,vol5 sequence category current topics title current topics james anderson current topics james anderson fourth government liberty loan set least two loans come peru war home form insurrection broke hailstorms destroyed considerable acreage crops montana fruit crop utah reported much smaller previ...
V1_1914_Aug_00_BOARD.txt,1914,August,Vol1,2,Advertisements,0.9939614199099412,vol1 sequence category title relief society bulletin cover masthead relief society bulletin issued officers directors tke relief society human service come consideration political parties social organizations educational institutions relief society instrument human service half century ministers ...
V1_1914_Sep_00_BOARD.txt,1914,September,Vol1,2,Advertisements,0.9938540463312193,vol1 sequence category title relief society bulletin cover masthead relief society bulletin issued officers directors relief society human service come consideration political parties social organizations educational institutions relief society instrument human service half century ministers imme...
July_Vol4_09_Article_How_to_Make_a_Homemade_Fireless_Cooker.txt,1917,July,Vol4,6,Recipes & Cooking Instructions,0.9938440401542261,vol4 sequence category article title make homemade fireless cooker make homemade fireless cooker materials needed arc box outside container good packing material kettle holding food container kettle lining nest kettle placed cushion pad insulating material cover top kettle outside container tight...
November_Vol5_08_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,1918,November,Vol5,8,Stake & Ward Relief Society Reports,0.9934916734978657,vol5 sequence category notes field title notes field amy brown lyman amy brown lyman secretary southern states mission columbia branch south carolina conference membership columbia branch increased since first year gain new members average attendance meetings members active energetic great intere...
November_Vol2_03_Article_Thanksgiving_Day_in_the_Hospital_Ida_Stewart_Peay.txt,1915,November,Vol2,5,Serialized Fiction & Stories,0.9934513400178406,vol2 sequence category article title thanksgiving day hospital ida stewart peay thanksgiving day hospital ida stewart peay narrow white bed big hospital evelyn crying bitterly since brought ward early morning turned face uncompromisingly toward wall abandoned full measure misery sight heaving sho...
January_Vol7_09b_Guide_Lessons_Guide_Lessons_-_Lesson_I_Genealogy_and_Testimony.txt,1920,January,Vol7,4,Gospel Doctrine & Spiritual Kingdom,0.9934389588840518,vol7 sequence category guide lessons title guide lessons lesson genealogy testimony guide lessons lesson genealogy testimony required first week text history church 380 1316 472 231 doc cov sec 110 1242648 aim descendants adam living dead shall hear gospel message salvation side modern scripture ...
June_Vol6_16_Construction_and_Reconstruction_in_the_Home.txt,1919,June,Vol6,6,Recipes & Cooking Instructions,0.9933409345635705,vol6 sequence category construction title reconstruction home construction reconstruction home ====================================================================== construction 355 home hems bottom yard wide material one length seventytwo inch material many heavy materials come width large pers...
March_Vol6_11_Construction_and_Reconstruction_in_the_Home._._Janette_A._Hy.txt,1919,March,Vol6,6,Recipes & Cooking Instructions,0.9933348204143772,vol6 sequence category construction title reconstruction home janette construction reconstruction home janette hyde ====================================================================== construction reconstruction home janette hyde far actual physical combat war concerned women now facing new co...
February_Vol7_09e_Guide_Lessons_Guide_Lessons_a_a.txt,1920,February,Vol7,4,Gospel Doctrine & Spiritual Kingdom,0.9932706736391254,vol7 sequence category guide lessons title guide lessons guide lessons lesson genealogy testimony required first week text history church 380 1316 472 231 doc cov sec 110 1242648 aim descendants adam living dead shall hear gospel message salvation side modern scripture found church works sermons ...
June_Vol6_00_CONTENTS.txt,1919,June,Vol6,9,Pioneer Foremothers,0.9931347238219788,contents ====================================================================== emmeline wells president clarissa williams first counselor julina smith second counselor amy brown lyman secretary susa young gates recording secretary emma empey treasurer sarah jenne cannon carrie thomas elizabeth c...
November_Vol9_18d_Guide_Lessons_LESSON_IV_-_Social_Service_-_LATER_ADOLESCENCE_CONTINUED_and.txt,1922,November,Vol9,7,Household Management & Budgeting,0.9929401870213845,vol9 sequence category guide lessons title lesson social service later adolescence continued lesson social service fourth week later adolescence continued extending acquaintanceship previous lesson considered place importance courtship condition happy married life observed customs courtship attit...
March_Vol9_Misc_front_matter.txt,1922,March,Vol9,2,Advertisements,0.9925717811433941,read following articles relief society beginnings foreign lands uncommon honesty dean bennion leadership week brigham young university amy brown lyman organ relief society church jesus christ latterday saints room bishops bldg salt lake city utah $100 yearsingle copy 10c canada foreign $125 yearl...
April_Vol5_10_Article_War_Economy_in_Clothes.txt,1918,April,Vol5,6,Recipes & Cooking Instructions,0.9925231996937043,vol5 sequence category article title war economy clothes war economy clothes lillian cannon darns patches grandmother often said asked new clothes dear take care sure way shook head new england sense thrift shocked discarded clothing completely worn darns patches put deftly add many days wear clo...
December_Vol10_08a_Guide_Lessons_Guide_Lessons_for_February.txt,1923,December,Vol10,7,Household Management & Budgeting,0.9923902092465812,vol10 sequence category guide lessons title guide lessons must thought manner living rather certain income certain standard living defined edward devine made things many men common hold clearly essential standard living embraces things want want enough secure vital importance willing make sacrifi...
December_Vol6_01b_Article_Beyond_Arsareth.txt,1919,December,Vol6,10,Genealogical Stories,0.9922975414158753,vol6 sequence category article title beyond arsareth beyond arsareth continued nephi anderson see already used quite pages precious paper must write much experience summer ship esken shall make short get important part story think month finished catching seals moved nearly degrees look whales cau...
December_Vol6_05a_Article_Beyond_Arsareth.txt,1919,December,Vol6,10,Genealogical Stories,0.9922975414158753,vol6 sequence category article title beyond arsareth beyond arsareth ====================================================================== beyond arsareth continued nephi anderson see already used quite pages precious paper must write much experience summer ship esken shall make short get import...
March_Vol7_05_Article_Home_Problems_Jennette_A._Hyde.txt,1920,March,Vol7,6,Recipes & Cooking Instructions,0.9920963188780687,vol7 sequence category article title home problems jennette hyde home problems janette hyde much much make much save question ask able answer amount credit bank month endeavoring give household hints suggestions applied home help solve many questions high cost living plan well every article weari...
March_Vol8_11a_Guide_Lessons_Theology_and_Testimony_-_Salvation_for_the_Living_and_Dead_B.txt,1921,March,Vol8,4,Gospel Doctrine & Spiritual Kingdom,0.9920886096188178,vol8 sequence category guide lessons title theology testimony salvation living dead guide lessons 179 baptize thee name father arid son holy spirit amen time pouring sprinkling water infant person riper years required learn principles christian religion catechism articles faith prepare fasting pr...
May_Vol9_14_Article_Bubbles_and_Troubles_Ruth_Moench_Bell.txt,1922,May,Vol9,5,Serialized Fiction & Stories,0.9920660535659312,vol9 sequence category article title bubbles troubles ruth moench bell bubbles troubles concluded ruth moench bell chapter viii wonderful little betty responded wholesome meals regular hours weeks round rosy adorable baby one resist loving marjory exclaimed isnt common love admits heart loves bea...
January_Vol9_09_Conventions_Conventions_and_Conferences.txt,1922,January,Vol9,9,Pioneer Foremothers,0.9920362405290818,vol9 sequence category conventions title conventions conferences conventions conferences visits conventions conferences made relief society members follows wertaclarissa williams boisejennie knight curlewlottie paul baxter raft riverlillian cameron south sanpetesarah mclelland julia child summita...
V1_1914_Sep_06_HomeGarden_Home_Gardening.txt,1914,September,Vol1,6,Recipes & Cooking Instructions,0.9920234426615141,vol1 sequence category homegardening title home gardening home gardening women lesson vii seed shall prosperous vine shall give fruit ground shall give increase heavens shall give due cause remnant people possess things zech 812 hope quotation literally fulfilled yields gardens fields bounteous f...
October_Vol2_03d_Article_A_Prince_of_Ur.txt,1915,October,Vol2,1,Biblical Stories,0.9919026036959562,vol2 sequence category article title prince prince homespun long winding stone steps leading terrace terrace eastern corner palace resounded measured tread abram climbed great chambers dizzy heights remote eyrie eventful evening fifth week day brow still knitted sadness begotten unhappy encounter...
September_Vol10_06c_Notes_from_Field_Notes_from_the_Field.txt,1923,September,Vol10,8,Stake & Ward Relief Society Reports,0.9918216453156344,vol10 sequence category notes field title notes field notes field amy brown lyman eastern states mission buffalo branch relief society relief society organization effected buffalo new york elea browning erin president branch nineteen members enrolled meetings held weekly homes various members soc...
March_Vol5_18d_Home_Science_Guide_Lessons_-_Lesson_IV_Home_Economics_-_Cereals.txt,1918,March,Vol5,6,Recipes & Cooking Instructions,0.9916270258224039,vol5 sequence category home science title guide lessons lesson home economics cereals lesson home economics fourth week cereals cereals various products made grains one important foods man united states value flour grist mill products estimated $883000000 bread bakery products including home made...
