volume,month,filename,issue_type,file_size,tail_text
36,May,V36_05_05_Art_Civil_Liberty_Toda_Durham.txt,END_CUT,6016," States nchly-endowed nation, [This article may be used Scien"
36,May,V36_05_08_Art_Planning_the_Work_Layton.txt,END_CUT,24628,", with the sun on my back, And dropped little kernels of sun"
36,May,V36_05_18_Art_Magazine_Subscript_Sharp.txt,END_CUT,1912,neral board enlists the continued efforts of the officers and
36,May,V36_05_21_Art_Handle_With_Gloves_Jones.txt,END_CUT,977,casion. Mt ¢ NYLON RAYON MENDED RUNNER TOE MENDED NYLONS MENO
36,June,V36_06_01_Art_A_Measuring_Rod_Stoddard.txt,END_CUT,5321, judgments of each other. EMEMBER this morning in the closing
36,June,V36_06_08_Fict_Young_Hearts_Are_Burt.txt,END_CUT,36359,"e. The surrounding country is very much like our own mountai"
36,June,V36_06_12_Art_Sixty_Years_Ago.txt,END_CUT,10870,riends for many days to come. The accompanying _ illustration
36,July,V36_07_01_Art_For_Those_Who_Redd.txt,END_CUT,8242,"ok modern and inviting. And there is a real little cradle, of"
36,July,V36_07_02_Poem_Pioneer_MotherFron_Chadwick.txt,END_CUT,643,ly the sciences that have brought children's diseases down to
36,July,V36_07_05_Art_Sixty_Years_Ago.txt,END_CUT,3243,"n camps. p LIZABETH CANNON PORT- ^ ER McCRIMMON, formerly of"
36,July,V36_07_09_Fict_JoannaChapter_7_Stewart.txt,END_CUT,9488," and hugged her hard. ""I do love you."" (To be continued ) The"
36,July,V36_07_15_Art_Jesus_Began_in_Colton.txt,END_CUT,5709,"ior Speaks Preview of Lessons for 1949-50 Mary Grant Judd HE"
36,July,V36_07_17_Art_I_Am_Come_Judd.txt,END_CUT,14011,"out the origin of that book was what Parley P. Pratt, Oliver"
36,July,V36_07_20_Art_Introduction_Jacobs.txt,END_CUT,10194,"(1340-1400) Study text, pp. 97-100, 209-211) With Chaucer the"
36,July,V36_07_22_Art_Social_Science_The.txt,END_CUT,16378,5; 26:2; 18:13. <= Optional Hien ee Ser of Social Science—The
36,August,V36_08_01_Poem_August_Rigby.txt,END_CUT,813,"dy,"" Photograph by Josef Muench Willard Luce BEAR RIVER, UTAH"
36,August,V36_08_02_Art_The_Tasks_of_Durham.txt,END_CUT,21631,"signal, but he said pleasantly, ""Yeh, I'm okay."" There was a"
36,August,V36_08_04_Poem_Immortality_Robinson.txt,END_CUT,338,ranches in missions have not previously been published in The
36,August,V36_08_05_Art_Relief_Society_Bui.txt,END_CUT,1422,"th winds, hear song of birds, I shall come back more wise and"
36,August,V36_08_07_Fict_Music_in_the_Wrathall.txt,END_CUT,1425," say. Doesn't that practicing bother you, Pa?"" Mr. Finley had"
36,August,V36_08_08_Poem_Moment_Eberling.txt,END_CUT,2282,"l sometimes she could hear ""Qne-and-two-and-three-and"" in her"
36,August,V36_08_10_Art_Rugmaking_in_the_Young.txt,END_CUT,2863,trangeness all is gone— It seems to fit the face it's on. The
36,August,V36_08_12_Art_What_The_Relief_Bailey.txt,END_CUT,5975,"e mot eI, an Intelligent, Wellvere; » Nad just Teturned spe h"
36,August,V36_08_14_Art_Notes_to_the.txt,END_CUT,652," Lake City 1, Utah, 60 cents each, postpaid. Appreciation for"
36,August,V36_08_21_Art_Visiting_Teacher_M_Judd.txt,END_CUT,3280, Clothing (A Course for Optional Use by Wards and Branches at
36,August,V36_08_22_Art_Work_MeetingSewing_Jennings.txt,END_CUT,3734," get lonely for other things I've known!   558  A stench We"
36,August,V36_08_23_Art_Literature_Legends_Jacobs.txt,END_CUT,40692,"Hope and Glory—Elgar -. 15 The Little Old Garden—Hewitt — le"
36,September,V36_09_01_Poem_Poplar_MagicFronti_Harwood.txt,END_CUT,114, Magic Ruth Harwood One tall golden taper of a poplar tree in
36,September,V36_09_02_Poem_Autumn_Shomaker.txt,END_CUT,483,s are blooming here together In the gracious tender season of
36,September,V36_09_04_Art_The_Mormon_Handicr_Smith.txt,END_CUT,6517,"m sure you feel, with me, a deeper appreciation for this fine"
36,September,V36_09_06_Fict_TemperedPart_I_Hamilton.txt,END_CUT,467,e knew that her kiss was to be a final one as Lee's wife. Her
36,September,V36_09_12_Art_Wastebaskets_Where_Laurgaar.txt,END_CUT,1213,"eam's going And sorrow is in me—my feet are bound, My heart's"
36,September,V36_09_15_Fict_JoannaChapter_9_Stewart.txt,END_CUT,5359," turn loveliness Penn tohim, « me look q you. § SELECTED DATA"
36,September,V36_09_17_Art_Visiting_Teacher_M_Judd.txt,END_CUT,7829,ED ON CHURCH SEWED SEWED FOR VISITS TO = weLrare PROJECTS. AT
36,September,V36_09_19_Art_Notes_to_the.txt,END_CUT,15218,"after. That righteous and unrighteous dwell apart during the"
36,September,V36_09_20_Poem_Interval_Fjeldste.txt,END_CUT,9452,"y to apply and give excellent service. ~~ ol, stov@ieume— Wee"
36,October,V36_10_01_Poem_Time_for_SortingFr_Wangsgaa.txt,END_CUT,297,"raph by Willard Luce. Josef Muench NAVAJO LAKE, SOUTHERN UTAH"
36,October,V36_10_02_Art_Making_Our_Homes_Robinson.txt,END_CUT,17876,"seed, Bread and beauty mingled, To satisfy each need. You Can"
36,October,V36_10_03_Fict_You_Can_LearnPart_Kelly.txt,END_CUT,9085,"brother Loren is, an i + like the farm, he V Marthy, he wante"
36,October,V36_10_04_Art_Adoption_of_Childr_Dillman.txt,END_CUT,7231,"ng infant, and this period, before final adoption, affords an"
36,October,V36_10_08_Art_Editorial_The_Best_Sharp.txt,END_CUT,4476,"stake, ward, mission, and branch officers, class leaders, and"
36,October,V36_10_14_Art_Notes_to_the.txt,END_CUT,18310, Clothing (A Course for Optional Use by Wards and Branches at
36,October,V36_10_17_Art_Social_Science_Gov_Durham.txt,END_CUT,10641," Homer Durham, The Relief Society Mag; azine, May 1949, -) oo"
36,November,V36_11_02_Art_Womans_Role_as_Spafford.txt,END_CUT,8344,"fts unused, © songs we dj | he € did not sing, nd joys such m"
36,November,V36_11_03_Poem_Today_Is_All_Cook.txt,END_CUT,173,ose beauty Cannot Jast. Tomorrow IS with sh We own > adows dj
36,November,V36_11_17_Art_The_Interest_and_Judd.txt,END_CUT,3723,utin—the earth's youngest and most obstreperous child. I atin
36,November,V36_11_20_Art_Notes_From_the.txt,END_CUT,2600,graph submitted by Marie T. Moody DESERET STAKE (UTAH) HONORS
36,November,V36_11_21_Art_Visiting_Teacher_M_Judd.txt,END_CUT,14682, Clothing (A Course for Optional Use by Wards and Branches at
36,November,V36_11_22_Art_Work_Meeting_Girls_Jennings.txt,END_CUT,3238,"'s star-filled theme—serenely Spaced.  776  Literature— 'he"
36,December,V36_12_14_Art_March_Anniversary_Eaton.txt,END_CUT,1448,l not stick together or to the meat grinder or bunch. ——- The
36,December,V36_12_17_Poem_Auditor_by_Grace.txt,END_CUT,305, Laurgaard ITlustration by Elizabeth Williamson Wey not start
36,December,V36_12_18_Art_An_Ever-Burning_Ch_Laurgaar.txt,END_CUT,14602,44  (Vork ITleeting—Sewi ng Children's Clothing (A Course for
36,December,V36_12_19_Art_Optional_Lesson_Th_Lyon.txt,END_CUT,129,ued) by T. Edgar Lyon]  Optional Use by Wards and Branches at
36,December,V36_12_20_Art_Work_Meeting_Boys_Jennings.txt,END_CUT,2983,its spend much of their time in the mending basket. Oii. | aa
37,January,V37_01_02_Poem_The_Singing_Snow.txt,END_CUT,903,IETY BUILDING BY THE SAINTS OF THE SWISS-AUSTRIAN MISSION New
37,January,V37_01_05_Poem_To_Mother_Grace.txt,END_CUT,4590,"arm, Where clings, undimmed, some cld expectancy! For the lew"
37,January,V37_01_12_Art_Womans_Sphere_Ramo.txt,END_CUT,20260,und-raising campaign to meet the needs of those affected. The
37,January,V37_01_13_Art_Temporary_Binders.txt,END_CUT,735,t the rehearsal of the Singing Mothers Chorus which furnished
37,January,V37_01_15_Art_Suggestive_List_of.txt,END_CUT,2665,hat you have given to me. I love you. MOTHER Clara Horne Park
37,January,V37_01_18_Art_Notes_to_the.txt,END_CUT,25642," having an extra coat for spring and fall. Elvyoraie vos The"
37,January,V37_01_19_Art_Literature_Some_Se.txt,END_CUT,12491," literature? 3. What is the metaphysical school of poetry? I"
37,February,V37_02_01_Poem_Lien_on_the.txt,END_CUT,1131,) e) ig 3 | 3 $ J Z > am vie] > =] A? CALIFORNIA Josef Muench
37,February,V37_02_03_Fict_The_House_That.txt,END_CUT,16969,nd mission branches have not previously been published in The
37,February,V37_02_07_Fict_I_Know_Where.txt,END_CUT,3878,ot even find you home to tell you that now I understand. ~~ A
37,February,V37_02_18_Art_Notes_From_the.txt,END_CUT,27153,rovided for a display of children's clothing in May. shade le
37,February,V37_02_20_Poem_Living_Design_Eva.txt,END_CUT,16984,rovided for a display of children's clothing in May. shade le
37,February,V37_02_24_Poem_Winter_Night_Beth.txt,END_CUT,254,"hy apples, Wind singing in the maples. LESSON DEPARTMENT She"
37,February,V37_02_25_Poem_The_Cynic_Said.txt,END_CUT,355,ve has been our manna Cooling drink and golden bread. —>— She
37,March,V37_03_01_Poem_Remember_Spring_Fr.txt,END_CUT,772,"er: Pinnacle Point, California, Photograph by Don Knight. The"
37,March,V37_03_18_Art_Notes_to_the.txt,END_CUT,53033,"know, Jamie, we're getting along nicely on your G.I. pay this"
37,March,V37_03_22_Art_Oriental_China_Anc.txt,END_CUT,7711," rains, And the gulls feed undisturbed at his back. ] You Can"
37,March,V37_03_26_Fict_Alice_Morrey_Baile.txt,END_CUT,15697,of colors and patterns. Relief Society women are urged to buy
37,March,V37_03_27_Art_Gifts_From_the.txt,END_CUT,7679,"en, turning to the phone, he dialed the Dean's number. Pe She"
37,March,V37_03_28_Poem_The_Valley_Train.txt,END_CUT,3211,at had been made by those who had labored on the building THE
37,March,V37_03_29_Art_The_Place_of.txt,END_CUT,5042,ne of us has a distinct part to play in his divine harmony. I
37,March,V37_03_30_Poem_On_Borrowed_Wings.txt,END_CUT,3863,"h dearest love to you all, Mother Clara Horne Park ] For Shat"
37,March,V37_03_31_Art_For_That_Rainy.txt,END_CUT,1613," the question oft repeated, ""'Mother, what can we do?"" o> She"
37,March,V37_03_34_Poem_New_Face_Leone.txt,END_CUT,1207,"the sound of awful, tearing sobs. (To be continued) >i This J"
37,April,V37_04_06_Fict_The_Thickness_of_Cox.txt,END_CUT,39630,er and higher. I n 1910 the price went to an all-time high of
37,April,V37_04_17_Art_Unwrapping_the_Can.txt,END_CUT,2381,"o the 1950 Cancer Crusade of the American Cancer Society.  A"
37,April,V37_04_23_Fict_Dark_in_the_Bailey.txt,END_CUT,16132,"ds—- Seeds and harvest by and by?  276  Courtesy Fae D. Dix"
37,April,V37_04_24_Art_Hannah_Davis_Foste_Dix.txt,END_CUT,555,"nds, arms, and legs. She has been unable to walk for the past"
37,April,V37_04_27_Fict_Bazaars_Socials_Si_Pickerin.txt,END_CUT,8326,t of the Northwestern States Mission Relief Society. +e + She
37,April,V37_04_29_Fict_Our_April_Short.txt,END_CUT,3311,well's second published story. PRESERVE YOUR = RELIEF SOCIETY
37,May,V37_05_02_Poem_Mother_Dunford.txt,END_CUT,734,"reus,"" Photograph by Josef Muench. RHODODENDRONS Josef Muench"
37,May,V37_05_13_Poem_Daily_Bread_Walton.txt,END_CUT,362, answer to a prayer. Gn These Hulls Evelyn Wooster Viner Here
37,May,V37_05_15_Art_Sixty_Years_Ago.txt,END_CUT,24163,"e canned foods stored consist supply ahead, sometimes more. T"
37,May,V37_05_16_Art_Womans_Sphere_Cannon.txt,END_CUT,23787,"lemey Young Rexburg Stake (Idaho) Daphne Nef San Joaquin (C"
37,May,V37_05_17_Art_Editorial_Memorial_Spafford.txt,END_CUT,718,ering well the reasons for their existence. —B. S. S. She One
37,May,V37_05_18_Art_The_One_Hundredth_Crawford.txt,END_CUT,2667,ch of Jesus Christ of Latter-day Saints was honRELIEF SOCIETY
37,May,V37_05_20_Poem_The_Landmark_Fjeldste.txt,END_CUT,84, Fjeldsted]  Landmarks were mentioned quietly. > nee aalliest
37,June,V37_06_03_Poem_Eliza_R._Snow.txt,END_CUT,64,iza R. Snow Poem Contest]  Eliza R. Snow Poem Contest and the
37,June,V37_06_07_Poem_A_Gray_Hawk_Jones.txt,END_CUT,581,wind and its imaginings To find a greater desert in your hand
37,June,V37_06_10_Fict_Hall_of_Fulfillmen_Tarlock.txt,END_CUT,14219,er face and neck and ears. Care- (Continued on page 429) Saas
37,June,V37_06_12_Poem_April_Wilkinso.txt,END_CUT,1960," (Housley) and Mary Louise Gardner (Gessell) recently met in"
37,June,V37_06_14_Fict_Postlude_to_Spring_Coles.txt,END_CUT,5716,"r the long, secure postlude to spring's wild, erratic tune. A"
37,June,V37_06_21_Fict_Dark_in_the_Bailey.txt,END_CUT,12359,here is a long and fascinating history behind these pieces of
37,June,V37_06_22_Art_European_Pottery_a_Laurgaar.txt,END_CUT,8929,bird-wing shivers— Reminded her how various were The moods of
37,July,V37_07_04_Art_Mission_to_Moapa_Miner.txt,END_CUT,20387,".  Photograph by W. Claudell Johnson AUGUSTA WINTERS GRANT"
37,July,V37_07_07_Fict_Dark_in_the_Bailey.txt,END_CUT,9533," lift— Who shares his all bestows the perfect gift.  You Can"
37,July,V37_07_08_Fict_You_Can_Learn_Kelly.txt,END_CUT,10575,"to me often. From becoming too oppressive. Your interesting"
37,July,V37_07_10_Poem_Metamorphosis_Wangsgaa.txt,END_CUT,35212,rt in all the homes visited. Ussiting Seacher ITlessages— Our
37,July,V37_07_18_Art_Lets_Be_Homemakers_Robinson.txt,END_CUT,6679,"and Preview of Lessons for 1950-51 Elder Briant S. Jacobs UR"
37,July,V37_07_19_Art_LiteratureThe_Lite.txt,END_CUT,18455,eur and majesty of Paradise Lost? Its style? Its content? Oii
37,July,V37_07_23_Art_MusicFundamentals.txt,WRONG_CONTENT,16408,reading the conference sermons as well as the stories.. —Mrs.
37,August,V37_08_01_Poem_Navajo_Weaver_Fron_Redd.txt,END_CUT,800, Muench. | 'iN HT al Ph Photograph by Hal Rumel NAVAJO WEAVER
37,August,V37_08_04_Fict_The_Jumpher_Family_Sutherla.txt,END_CUT,53615,"lled white granite, stone china, or ironstone. Some of it was"
37,August,V37_08_05_Poem_Still_Coles.txt,END_CUT,6144,f Church members in your district which she has listed in the
37,August,V37_08_08_Fict_Where_Love_Abideth_Norton.txt,END_CUT,55018,ple tones one finds in good furniture. Stain the piece and le
37,August,V37_08_09_Poem_Hope_Judd.txt,END_CUT,4599,"ake In some eternal spring. Shings fo — ber Eleanor W. Schow"
37,August,V37_08_14_Poem_Complacent_Sadleir.txt,END_CUT,45351,"S. Prows MILLARD STAKE (UTAH), FLO WELL WARD RELIEF SOCIETY"
37,August,V37_08_19_Art_Just_a_Housewife_Jones.txt,END_CUT,54963, overwhelming condemhis brute strength for its own sake natio
37,August,V37_08_20_Art_The_Best_Time_Poulsen.txt,END_CUT,3693,"r, As they drift into years On my blue willow platter. Se"" ea"
37,August,V37_08_22_Art_Notes_From_the.txt,END_CUT,27176,omemaking (A Course for Optional Use by Wards and Branches at
37,August,V37_08_24_Poem_Things_to_Remember_Schow.txt,END_CUT,1626,"r, Take my dreams away! LESSON DEPARTMENT 563 le emmeme— lhe"
37,August,V37_08_26_Art_Social_Science_The_Bennett.txt,END_CUT,25283,en Buying From Advertisers PURE GRANULATED 48 UBS. NEY hai. X
37,September,V37_09_03_Fict_One_September_Chap_Poulsen.txt,END_CUT,21772,"notwithstanding the persecutions of the present time, for the"
37,September,V37_09_04_Poem_Learned_Waters.txt,END_CUT,17463,"d liberty are easy to candidates are, and what principles los"
37,September,V37_09_06_Art_Sixty_Years_Ago.txt,END_CUT,13507,are of the patient in the home— preparation of the proper die
37,September,V37_09_07_Art_Womans_Sphere_Cannon.txt,END_CUT,3344,"s in General,"" specifically points out that we should use our"
37,September,V37_09_08_Poem_Influence_Harvey.txt,END_CUT,8691,"ue, Provo, Utah. Classes begin each September and March. She"
37,September,V37_09_10_Art_The_Practical_Nurs_Mellor.txt,END_CUT,3355,"ue, Provo, Utah. Classes begin each September and March. She"
37,September,V37_09_12_Fict_You_Can_Learn_Kelly.txt,END_CUT,15805," 4C + 3 +? + 1 +2.50 ZATIONS Local Wards in Stakes Br"
37,September,V37_09_16_Art_Notes_to_the.txt,END_CUT,17112,"inued: ""For in the resurrection they neither marry, nor are g"
37,September,V37_09_17_Art_Notes_From_the.txt,END_CUT,22704,omemaking (A Course for Optional Use by Wards and Branches at
37,September,V37_09_19_Poem_Beyond_the_Spring_Walton.txt,END_CUT,293,"a poplar growing old! LESSON DEPARTMENT 635 il tara ino— lhe"
37,September,V37_09_20_Art_Literature_John_Dr_Jacobs.txt,END_CUT,13127,"ls of Musicianship CONDUCTING, SINGING, AND ACCOMPANYING (For"
37,October,V37_10_05_Art_President_George_F_Smith.txt,END_CUT,20384,"ose to relinquish, when, in 1895, gold-band Haviland and othe"
37,October,V37_10_15_Art_Visiting_Teacher_M_Judd.txt,END_CUT,628,"ending grief And warm me when these amber hours pass.  White"
37,October,V37_10_22_Art_Notes_to_the.txt,END_CUT,5338,"Counselor, Ely Ward. Sister Cylde was a guest speaker for the"
37,October,V37_10_23_Art_Social_Science_Evi_Bennett.txt,END_CUT,28802,omemaking (A Course for Optional Use by Wards and Branches at
37,October,V37_10_24_Art_Work_Meeting_Slipc_Robinson.txt,END_CUT,6410," valuable wall space. (See textbook, page 251.) St pate — The"
37,November,V37_11_01_Art_For_After_Much_Spafford.txt,END_CUT,4177," furnace of life—men whom the Lord loved dearly. There is no"
37,November,V37_11_09_Art_Ernest_L._Wilkinso.txt,END_CUT,4461,"hty storms of earth, Bends at times but does not break. White"
37,November,V37_11_18_Art_Recipe_for_Corned_Eaton.txt,END_CUT,23868,omemaking (A Course for Optional Use by Wards and Branches at
37,November,V37_11_19_Art_Work_Meeting_Choos_Robinson.txt,END_CUT,8145,"room with patterned floor covering?   778  of tterature—The"
37,December,V37_12_08_Poem_Dear_Santa_Now.txt,END_CUT,8619,l the path of eternal progression we must be ever seeking and
37,December,V37_12_11_Art_The_Culmination_of_Smith.txt,END_CUT,11121,"and learn, and become acquainted with all good books. Gternal"
37,December,V37_12_13_Art_Visiting_Teacher_M_Judd.txt,END_CUT,13261,righteous living. -—>- INDIAN RELATIONS DEPARTMENT Diges— She
37,December,V37_12_16_Art_Our_Sisters_in_Cowley.txt,END_CUT,3786,"e streets. Homes were crowded; old women, mothers, and their"
37,December,V37_12_17_Poem_The_Child_and.txt,END_CUT,17057,"oneer train on its way to ''The Valley."" Touches of humor and"
37,December,V37_12_18_Art_The_Spiritual_Powe_Madsen.txt,END_CUT,904,"y I say unto you, Inasmuch as ye have done it unto one of the"
37,December,V37_12_23_Art_Ethel_C._Smith.txt,END_CUT,5190,"fe, The fragrance that remains When roses are distilled. Page"
37,December,V37_12_25_Art_Ring_in_Your_Laster.txt,END_CUT,2804,"ou remember to ring in those Christmas cards this year.  Old"
37,December,V37_12_32_Art_Work_Meeting_Choos_Robinson.txt,END_CUT,8494,m can be used to help in furniture arrangement. Sit cralee Ae
38,January,V38_01_02_Art_Ernest_L._Wilkinso_Sharp.txt,END_CUT,10774," Taft Benson. @ 4 #8 4 Hal Rumel WINTER SOLITUDE, ALTA, UTAH"
38,January,V38_01_05_Art_Award_Winners_Annu.txt,END_CUT,417,"ed to Mirla Greenwood Thayne, Provo, Utah, for her story ""But"
38,January,V38_01_09_Art_Womans_Sphere_Cannon.txt,END_CUT,5213,"who seek, unguided, for that which is new. Wep c. 4 Gow Tlew"
38,January,V38_01_12_Art_Notes_to_the.txt,END_CUT,1578,"f Society, 40 North Main Street, Salt Lake City 1, Utah. She"
38,January,V38_01_14_Art_Polio_Strikes_Egon.txt,END_CUT,2965,"51 MARCH OF DIMES.  Hal Rumel  SOLITUDE AND SILENCE —~—_ She"
38,January,V38_01_17_Poem_Recompense_by_Mati.txt,END_CUT,347,broken heart If I have wrought one perfect thing. _>- She Low
38,January,V38_01_19_Art_Crocheting_Keeps_H_Larkin.txt,END_CUT,2005,"Ivie H. Jones SPANISH-AMERICAN MISSION, LAREDO (TEXAS) BRANCH"
38,January,V38_01_21_Poem_Mirror_Mirror_by.txt,END_CUT,15071,omemaking (A Course for Optional Use by Wards and Branches at
38,January,V38_01_22_Art_Work_Meeting_Pictu_Robinson.txt,END_CUT,6234,rtant by the use of suitable wall decorations. Ie eagle — ine
38,January,V38_01_25_Art_A_Birthday_Greetin_Society.txt,END_CUT,664,"CIETY MAGAZINE 40 North Main Street, Salt Lake City, Utah My"
38,January,V38_01_26_Poem_My_Choice_by.txt,END_CUT,216,"nt along the way, With love, and work, and bread!, = FF @& My"
38,January,V38_01_27_Poem_My_Child_by.txt,END_CUT,660,"least a block away The distance telescoped, and you were here"
38,January,V38_01_28_Poem_Within_My_Heart.txt,END_CUT,743,"1882 — 69 years ago this month. ) oxe MARGUERITE TAYLOR BECK"
38,February,V38_02_02_Poem_Dawn_Is_the_Chadwick.txt,END_CUT,15901,"horus in her ward. ""goes I love to write, and there is a I am"
38,February,V38_02_03_Art_A_Key_to_Bennett.txt,END_CUT,13100,nite man to hie fellow (Continued on page 141) Don Knight Soo
38,February,V38_02_04_Art_Social_Science_Uni_Bennett.txt,END_CUT,4640,nite man to hie fellow (Continued on page 141) Don Knight Soo
38,February,V38_02_05_Poem_Too_Bound_of_Christen.txt,END_CUT,690," the door, To meet with eagerness, one gone before.  For the"
38,February,V38_02_15_Art_Notes_From_the.txt,END_CUT,21208,nds of homes (through the efforts of a vast corps of faithful
38,February,V38_02_16_Art_Visiting_Teacher_M_Judd.txt,END_CUT,2039,omemaking (A Course for Optional Use by Wards and Branches at
38,February,V38_02_17_Art_Work_Meeting_Table_Robinson.txt,END_CUT,7567,"re it for others."" —Abraham Lincoln   128  | Siterature—The"
38,February,V38_02_18_Art_Literature_Samuel_Jacobs.txt,END_CUT,28639,"ucation, great literature, and standard books appertaining to"
38,March,V38_03_04_Fict_She_Shall_Have_Yost.txt,END_CUT,24012,"ing tape. There was a card of snapfasteners, some scraps of d"
38,March,V38_03_09_Art_Sixty_Years_Ago.txt,END_CUT,3632, Kelley (New York); Edith Nourse' Rogers (Massachusetts). Mar
38,March,V38_03_15_Art_Flower_Arrangement_Roberts.txt,END_CUT,31871,s to all who are ill or in trouble. —Gladys K. Wagner For the
38,March,V38_03_21_Art_Pull_a_New_Laurgaar.txt,END_CUT,856,ag as easily as a magician pulls a rabbit from a top hat. She
38,April,V38_04_01_Poem_April_Ekman.txt,END_CUT,2814," Jesus Christ of Latter-day Saints, held on Temple Square in"
38,April,V38_04_06_Poem_Utah_Gulls_in_Armknech.txt,END_CUT,21383,"Rowell. They had been accompanied by the groom's parents, but"
38,April,V38_04_07_Poem_Showered_Petals_in_Kleinman.txt,END_CUT,19201,"ghed, too. ""T'm glad!"" she echoed. I? Glad, too, Mommy! ""T mh"
38,April,V38_04_11_Art_Editorial_Therewit_Sharp.txt,END_CUT,11951,"auty Don Knight IRIS Josef Muench JAPANESE IRIS and can be"
38,April,V38_04_13_Art_Meals_of_Our_Mills.txt,END_CUT,2403,"re thoroughly tender, about 45 minutes. Ray Loomis HOLLYHOCKS"
38,April,V38_04_24_Art_A_New_Outlook_Miner.txt,END_CUT,7663, 1.2In the Time of Roses £12 a Let All My Life Be Music.20. O
38,April,V38_04_25_Poem_One_Time_Glimpse_Schow.txt,END_CUT,12960,il 1949). <—_- Who Has Loved the Garth Christie Lund Coles He
38,May,V38_05_03_Art_President_George_A_Smith.txt,END_CUT,4564,"and Elder Joshua Reuben Clark, Jr. As Second Counselor in the"
38,May,V38_05_05_Art_Mother_Three_Pictu_Richards.txt,END_CUT,7986,itutions of society —home and family and mother. | o< >< Jn a
38,May,V38_05_08_Poem_Dewdrop_Shomaker.txt,END_CUT,2884,ileth. >< — | HAVE RETURNED TO THE VALLEY Dorothv J]. Roberts
38,May,V38_05_10_Art_Sixty_Years_Ago.txt,END_CUT,24003,"y of firewood, the most beautiful redheaded wife in the world"
38,May,V38_05_13_Poem_What_Shall_We_Stewart.txt,END_CUT,1211,ind? Could he have hope of future fruits And be so blind? She
