file,path,volume,month,etype,title,author,strategy
07_Finest_Career_of_All.txt,processed/regex_and_llm/vol41/February,vol41,February,article,Finest Career of All,Pauline M. Henderson,match
08_The_Deeper_Melody_Chapter_5.txt,processed/regex_and_llm/vol41/February,vol41,February,fiction,"The Deeper Melody, Chapter 5",Alice Morrey Bailey,match
09_Theology_Alma_Son_of_Alma.txt,processed/regex_and_llm/vol41/February,vol41,February,lesson,"Theology: Alma, Son of Alma",Leland H. Monson,match
10_Because_of_Me.txt,processed/regex_and_llm/vol41/February,vol41,February,poem,Because of Me,Elaine C. Kloppel,match
11_Work_Meeting_Spending_the_Home_Furnishings_Dollar_Linens.txt,processed/regex_and_llm/vol41/February,vol41,February,lesson,Work Meeting: Spending the Home Furnishings Dollar -- Linens,Rhea H. Gardner,match
12_Literature_Charlotte_Bronte.txt,processed/regex_and_llm/vol41/February,vol41,February,lesson,Literature: Charlotte Bronte,Briant S. Jacobs,match
TOC.txt,processed/regex_and_llm/vol41/February,vol41,February,toc,TOC,,
ADS.txt,processed/regex_and_llm/vol41/February,vol41,February,ads,ADS,,
MISC.txt,processed/regex_and_llm/vol41/February,vol41,February,misc,MISC,,
01_Relief_Society.txt,processed/regex_and_llm/vol41/March,vol41,March,poem,Relief Society,Elsie Scott,match
02_Relief_Society_Responsibilities.txt,processed/regex_and_llm/vol41/March,vol41,March,article,Relief Society Responsibilities,Joseph Fielding Smith,match
03_The_Way.txt,processed/regex_and_llm/vol41/March,vol41,March,poem,The Way,Grace Barker Wilson,match
04_One_Sweetly_Solemn_Thought.txt,processed/regex_and_llm/vol41/March,vol41,March,fiction,One Sweetly Solemn Thought,Ruth MacKay,match
05_Shrubs_for_Your_Garden.txt,processed/regex_and_llm/vol41/March,vol41,March,article,Shrubs for Your Garden,Dorthea Newbold,match
06_Queen_of_Queens.txt,processed/regex_and_llm/vol41/March,vol41,March,poem,Queen of Queens,Gene Romolo,match
07_Sixty_Years_Ago.txt,processed/regex_and_llm/vol41/March,vol41,March,article,Sixty Years Ago,,match
08_Editorial_The_Lifeblood_of_Relief_Society.txt,processed/regex_and_llm/vol41/March,vol41,March,editorial,Editorial: The Lifeblood of Relief Society,Marianne C. Sharp,match
09_Wilderness_Road.txt,processed/regex_and_llm/vol41/March,vol41,March,article,Wilderness Road,Willard Luce,match
10_The_Deeper_Melody_Chapter_6.txt,processed/regex_and_llm/vol41/March,vol41,March,fiction,"The Deeper Melody, Chapter 6",Alice Morrey Bailey,match
11_Morning_Is_Her_Delight.txt,processed/regex_and_llm/vol41/March,vol41,March,poem,Morning Is Her Delight,Lael W. Hill,match
12_Way_Down_Inside.txt,processed/regex_and_llm/vol41/March,vol41,March,article,Way Down Inside,Margaret Lundstrom,match
13_Spring_Fantasy.txt,processed/regex_and_llm/vol41/March,vol41,March,poem,Spring Fantasy,Verda Mackay,match
14_Our_Town.txt,processed/regex_and_llm/vol41/March,vol41,March,poem,Our Town,Evelyn Fjeldsted,match
TOC.txt,processed/regex_and_llm/vol41/March,vol41,March,toc,TOC,,
ADS.txt,processed/regex_and_llm/vol41/March,vol41,March,ads,ADS,,
MISC.txt,processed/regex_and_llm/vol41/March,vol41,March,misc,MISC,,
01_The_Resurrection_of_Jesus.txt,processed/regex_and_llm/vol41/April,vol41,April,article,The Resurrection of Jesus,Marion G. Romney,match
02_Stanzas_on_Light.txt,processed/regex_and_llm/vol41/April,vol41,April,poem,Stanzas on Light,Maryhale Woolsey,match
03_The_Best_Years_of_Her_Life.txt,processed/regex_and_llm/vol41/April,vol41,April,fiction,The Best Years of Her Life,Pansye H. Powell,match
04_What_It_Takes.txt,processed/regex_and_llm/vol41/April,vol41,April,fiction,What It Takes,Kay Islaub,match
05_Apprehension.txt,processed/regex_and_llm/vol41/April,vol41,April,poem,Apprehension,Alice Whitson Norton,match
06_The_First_Spring_Crocus.txt,processed/regex_and_llm/vol41/April,vol41,April,poem,The First Spring Crocus,Thelma Groneman,match
07_Nevada_s_Valley_of_Fire.txt,processed/regex_and_llm/vol41/April,vol41,April,article,Nevada's Valley of Fire,Willard Luce,match
08_Double_Beauty.txt,processed/regex_and_llm/vol41/April,vol41,April,article,Double Beauty,Lena Woodbury,match
09_Sixty_Years_Ago.txt,processed/regex_and_llm/vol41/April,vol41,April,article,Sixty Years Ago,,match
10_Editorial_For_Liberty.txt,processed/regex_and_llm/vol41/April,vol41,April,editorial,Editorial: For Liberty,Velma N. Simonsen,match
11_Notes_to_the_Field_A_Centenary_of_Relief_Society_Out_of_Print.txt,processed/regex_and_llm/vol41/April,vol41,April,article,Notes to the Field: A Centenary of Relief Society Out of Print,,match
12_Summer_Fireplace.txt,processed/regex_and_llm/vol41/April,vol41,April,article,Summer Fireplace,Elizabeth Williamson,match
13_Let_Your_Table_Tell_a_Story.txt,processed/regex_and_llm/vol41/April,vol41,April,article,Let Your Table Tell a Story,Helen S. Williams,match
14_The_Part_Time_Heart.txt,processed/regex_and_llm/vol41/April,vol41,April,fiction,The Part-Time Heart,Hannah Smith,match
15_Gardening_for_the_Home_Freezer.txt,processed/regex_and_llm/vol41/April,vol41,April,article,Gardening for the Home Freezer,C. W. McCullough,match
16_Directions_for_Gardening.txt,processed/regex_and_llm/vol41/April,vol41,April,poem,Directions for Gardening,Maude Rubin,match
17_First_Bloom.txt,processed/regex_and_llm/vol41/April,vol41,April,poem,First Bloom,Sudie Stuart Hager,match
18_Desert_Flowers.txt,processed/regex_and_llm/vol41/April,vol41,April,poem,Desert Flowers,Vesta N. Lukei,match
19_Handwork_Hobbies_Bring_Happiness.txt,processed/regex_and_llm/vol41/April,vol41,April,article,Handwork Hobbies Bring Happiness,,match
20_Tulips_in_the_Wind.txt,processed/regex_and_llm/vol41/April,vol41,April,poem,Tulips in the Wind,Evelyn Fjeldsted,match
21_It_Must_Be_Spring.txt,processed/regex_and_llm/vol41/April,vol41,April,poem,It Must Be Spring,Hilda V. Cameron,match
22_Sunshine_and_Rain.txt,processed/regex_and_llm/vol41/April,vol41,April,poem,Sunshine and Rain,Ruth K. Kent,match
23_Within_Our_Reach.txt,processed/regex_and_llm/vol41/April,vol41,April,article,Within Our Reach,Donna Day,match
24_After_Long_Years.txt,processed/regex_and_llm/vol41/April,vol41,April,poem,After Long Years,Beatrice Knowlton Ekman,match
25_The_Deeper_Melody_Chapter_7.txt,processed/regex_and_llm/vol41/April,vol41,April,fiction,"The Deeper Melody, Chapter 7",Alice Morrey Bailey,match
26_Silent_Return.txt,processed/regex_and_llm/vol41/April,vol41,April,poem,Silent Return,Blanche Kendall McKey,match
27_Dogwood_Time.txt,processed/regex_and_llm/vol41/April,vol41,April,poem,Dogwood Time,Mary Gustafson,match
28_From_Near_and_Far.txt,processed/regex_and_llm/vol41/April,vol41,April,article,From Near and Far,,match
TOC.txt,processed/regex_and_llm/vol41/April,vol41,April,toc,TOC,,
ADS.txt,processed/regex_and_llm/vol41/April,vol41,April,ads,ADS,,
MISC.txt,processed/regex_and_llm/vol41/April,vol41,April,misc,MISC,,
01_Mother_s_Influence.txt,processed/regex_and_llm/vol41/May,vol41,May,article,Mother's Influence,Edith Price Backman,match
02_Motherhood.txt,processed/regex_and_llm/vol41/May,vol41,May,poem,Motherhood,Ivinetta R. Oliver,match
03_Faith.txt,processed/regex_and_llm/vol41/May,vol41,May,poem,Faith,Mary Ellen B. Workman,match
04_The_Birth_of_a_Heritage_The_Gospel_in_England.txt,processed/regex_and_llm/vol41/May,vol41,May,article,The Birth of a Heritage -- The Gospel in England,Elsie Scott,match
05_Coronation.txt,processed/regex_and_llm/vol41/May,vol41,May,article,Coronation,Roxana Farnsworth Hase,match
06_Lest_She_Forget.txt,processed/regex_and_llm/vol41/May,vol41,May,fiction,Lest She Forget,Hazel K. Todd,match
07_Miracles_and_Mother.txt,processed/regex_and_llm/vol41/May,vol41,May,article,Miracles and Mother,Eileen Gibbons,match
08_Sixty_Years_Ago.txt,processed/regex_and_llm/vol41/May,vol41,May,article,Sixty Years Ago,,match
09_Woman_s_Sphere.txt,processed/regex_and_llm/vol41/May,vol41,May,article,Woman's Sphere,Ramona W. Cannon,match
10_Editorial_Portrait_of_Mother.txt,processed/regex_and_llm/vol41/May,vol41,May,editorial,Editorial: Portrait of Mother,Vesta P. Crawford,match
11_Say_it_with_Flowers.txt,processed/regex_and_llm/vol41/May,vol41,May,article,Say it with Flowers,Norma W. South,match
12_Preserving_Metal_Planters.txt,processed/regex_and_llm/vol41/May,vol41,May,article,Preserving Metal Planters,Elizabeth Williamson,match
13_Things_Will_Be_Different.txt,processed/regex_and_llm/vol41/May,vol41,May,fiction,Things Will Be Different,Virginia M. Kammeyer,match
14_Launder_That_White_Shirt_Yourself.txt,processed/regex_and_llm/vol41/May,vol41,May,article,Launder That White Shirt Yourself,Ruth K. Kent,match
15_The_Right_Decision.txt,processed/regex_and_llm/vol41/May,vol41,May,fiction,The Right Decision!,Frances C. Yost,match
16_Mother_Love.txt,processed/regex_and_llm/vol41/May,vol41,May,poem,Mother Love,Hannah C. Ashby,match
17_Come_Gently_Spring.txt,processed/regex_and_llm/vol41/May,vol41,May,poem,"Come Gently, Spring",Christie Lund Coles,match
18_The_Deeper_Melody_Chapter_8.txt,processed/regex_and_llm/vol41/May,vol41,May,fiction,"The Deeper Melody, Chapter 8",Alice Morrey Bailey,match
19_With_No_Regrets.txt,processed/regex_and_llm/vol41/May,vol41,May,article,With No Regrets,Myrtle M. Dean,match
20_Thou_Shalt_Never_Cease_to_Grow.txt,processed/regex_and_llm/vol41/May,vol41,May,article,Thou Shalt Never Cease to Grow,Caroline Eyring Miner,match
21_Magazine_Subscriptions_for_1953.txt,processed/regex_and_llm/vol41/May,vol41,May,article,Magazine Subscriptions for 1953,Marianne C. Sharp,match
22_Bright_Hour.txt,processed/regex_and_llm/vol41/May,vol41,May,poem,Bright Hour,Grace Sayre,match
TOC.txt,processed/regex_and_llm/vol41/May,vol41,May,toc,TOC,,
ADS.txt,processed/regex_and_llm/vol41/May,vol41,May,ads,ADS,,
MISC.txt,processed/regex_and_llm/vol41/May,vol41,May,misc,MISC,,
01_June.txt,processed/regex_and_llm/vol41/June,vol41,June,poem,June,Norma Wrathall,match
02_In_Gratitude_for_Father.txt,processed/regex_and_llm/vol41/June,vol41,June,article,In Gratitude for Father,Alice L. Wilkinson,match
03_Neighbors.txt,processed/regex_and_llm/vol41/June,vol41,June,poem,Neighbors,Vilate R. McAllister,match
04_We_Thank_Thee_O_God.txt,processed/regex_and_llm/vol41/June,vol41,June,poem,We Thank Thee O God,Marjorie Foote,match
05_Elder_Sterling_W_Sill_Appointed_Assistant_to_the_Council_of_the_Twelve.txt,processed/regex_and_llm/vol41/June,vol41,June,article,Elder Sterling W. Sill Appointed Assistant to the Council of the Twelve,David L. McKay,match
06_My_Faith.txt,processed/regex_and_llm/vol41/June,vol41,June,poem,My Faith,Jean D. Wright,match
07_Eliza_R_Snow_Poem_Contest.txt,processed/regex_and_llm/vol41/June,vol41,June,article,Eliza R. Snow Poem Contest,,match
08_Relief_Society_Short_Story_Contest.txt,processed/regex_and_llm/vol41/June,vol41,June,article,Relief Society Short Story Contest,,match
09_Summer_Sorcery.txt,processed/regex_and_llm/vol41/June,vol41,June,poem,Summer Sorcery,Ouida Johns Pedersen,match
10_To_a_Yellow_Rose.txt,processed/regex_and_llm/vol41/June,vol41,June,poem,To a Yellow Rose,Gene Romolo,match
11_Writing_Is_Work.txt,processed/regex_and_llm/vol41/June,vol41,June,article,Writing Is Work,Claire W. Noall,match
12_The_Falling_Shackles_Chapter_1.txt,processed/regex_and_llm/vol41/June,vol41,June,fiction,"The Falling Shackles, Chapter 1",Margery S. Stewart,match
13_Sixty_Years_Ago.txt,processed/regex_and_llm/vol41/June,vol41,June,article,Sixty Years Ago,,match
14_Woman_s_Sphere.txt,processed/regex_and_llm/vol41/June,vol41,June,article,Woman's Sphere,Ramona W. Cannon,match
15_Editorial_The_124th_Annual_Church_Conference.txt,processed/regex_and_llm/vol41/June,vol41,June,editorial,Editorial: The 124th Annual Church Conference,Marianne C. Sharp,match
16_Tribute_to_the_Singing_Mothers.txt,processed/regex_and_llm/vol41/June,vol41,June,article,Tribute to the Singing Mothers,David O. McKay,match
17_Something_Blue.txt,processed/regex_and_llm/vol41/June,vol41,June,fiction,Something Blue,Sylvia Probst Young,match
18_A_Different_Kind_of_Bridal_Shower.txt,processed/regex_and_llm/vol41/June,vol41,June,article,A Different Kind of Bridal Shower,Helen S. Williams,match
19_Housecleaning_Nostalgia.txt,processed/regex_and_llm/vol41/June,vol41,June,article,Housecleaning Nostalgia,Vernessa M. Nagle,match
20_Pilgrimage.txt,processed/regex_and_llm/vol41/June,vol41,June,poem,Pilgrimage,Ida Isaacson,match
21_Teaching_Aids_for_the_1954_55_Lessons.txt,processed/regex_and_llm/vol41/June,vol41,June,lesson,Teaching Aids for the 1954-55 Lessons,Edith S. Elliott,match
22_Work_Meeting_Selection_Care_and_Use_of_Household_Equipment.txt,processed/regex_and_llm/vol41/June,vol41,June,lesson,"Work Meeting: Selection, Care, and Use of Household Equipment",Rhea H. Gardner,match
23_Theology_Characters_and_Teachings_of_The_Book_of_Mormon.txt,processed/regex_and_llm/vol41/June,vol41,June,lesson,Theology: Characters and Teachings of The Book of Mormon,Leland H. Monson,match
24_Literature_The_Literature_of_England.txt,processed/regex_and_llm/vol41/June,vol41,June,lesson,Literature: The Literature of England,Briant S. Jacobs,match
25_Mirror_Lake.txt,processed/regex_and_llm/vol41/June,vol41,June,poem,Mirror Lake,Vesta N. Lukei,match
26_When_Viewed_From_a_Distance.txt,processed/regex_and_llm/vol41/June,vol41,June,article,When Viewed From a Distance,Nora Yaros,match
27_From_Near_and_Far.txt,processed/regex_and_llm/vol41/June,vol41,June,article,From Near and Far,,match
TOC.txt,processed/regex_and_llm/vol41/June,vol41,June,toc,TOC,,
ADS.txt,processed/regex_and_llm/vol41/June,vol41,June,ads,ADS,,
MISC.txt,processed/regex_and_llm/vol41/June,vol41,June,misc,MISC,,
01_The_Site_of_the_New_Relief_Society_Building.txt,processed/regex_and_llm/vol41/July,vol41,July,article,The Site of the New Relief Society Building,Preston Nibley,match
02_Social_Science_Fundamental_and_Basic_Principles_and_the_Preamble_to_the_Constitu.txt,processed/regex_and_llm/vol41/July,vol41,July,lesson,Social Science: Fundamental and Basic Principles and the Preamble to the Constitution,Albert R. Bowen,match
03_The_Birthday.txt,processed/regex_and_llm/vol41/July,vol41,July,fiction,The Birthday,Helen Hooper,match
04_The_Way.txt,processed/regex_and_llm/vol41/July,vol41,July,fiction,The Way,Ruth Moody Ostegar,match
05_Dawn.txt,processed/regex_and_llm/vol41/July,vol41,July,poem,Dawn,Luella N. Adams,match
06_Woman_s_Sphere.txt,processed/regex_and_llm/vol41/July,vol41,July,article,Woman's Sphere,Ramona W. Cannon,match
07_Editorial_The_Responsibilities_of_Freedom.txt,processed/regex_and_llm/vol41/July,vol41,July,editorial,Editorial: The Responsibilities of Freedom,Vesta P. Crawford,match
08_This_Be_Our_Strength.txt,processed/regex_and_llm/vol41/July,vol41,July,poem,This Be Our Strength,Alice Briley,match
09_This_Is_My_Country.txt,processed/regex_and_llm/vol41/July,vol41,July,poem,This Is My Country,Ida Isaacson,match
10_The_Falling_Shackles_Chapter_2.txt,processed/regex_and_llm/vol41/July,vol41,July,fiction,"The Falling Shackles, Chapter 2",Margery S. Stewart,match
11_Theology_Alma_and_Amulek.txt,processed/regex_and_llm/vol41/July,vol41,July,lesson,Theology: Alma and Amulek,Leland H. Monson,match
12_Work_Meeting_Home_Safety.txt,processed/regex_and_llm/vol41/July,vol41,July,lesson,Work Meeting: Home Safety,Rhea H. Gardner,match
13_Literature_Thomas_Carlyle.txt,processed/regex_and_llm/vol41/July,vol41,July,lesson,Literature: Thomas Carlyle,Briant S. Jacobs,match
14_The_Lighted_Lamp.txt,processed/regex_and_llm/vol41/July,vol41,July,poem,The Lighted Lamp,Josephine J. Harvey,match
15_Bibs_for_Babies.txt,processed/regex_and_llm/vol41/July,vol41,July,article,Bibs for Babies,Elizabeth Williamson,match
16_Twilight.txt,processed/regex_and_llm/vol41/July,vol41,July,poem,Twilight,Catherine B. Bowles,match
TOC.txt,processed/regex_and_llm/vol41/July,vol41,July,toc,TOC,,
ADS.txt,processed/regex_and_llm/vol41/July,vol41,July,ads,ADS,,
MISC.txt,processed/regex_and_llm/vol41/July,vol41,July,misc,MISC,,
01_Fruits_of_a_Living_Faith.txt,processed/regex_and_llm/vol41/August,vol41,August,article,Fruits of a Living Faith,Clifford E. Young,match
02_The_Love_of_My_Savior.txt,processed/regex_and_llm/vol41/August,vol41,August,poem,The Love of My Savior,Sarah Carlisle,match
03_The_Source.txt,processed/regex_and_llm/vol41/August,vol41,August,poem,The Source,Maude O. Cook,match
04_Costumed_Models_of_the_First_Ladies.txt,processed/regex_and_llm/vol41/August,vol41,August,article,Costumed Models of the First Ladies,Melba S. Payne,match
05_Dependable_Jane.txt,processed/regex_and_llm/vol41/August,vol41,August,fiction,Dependable Jane,Myrtle M. Dean,match
06_Theology_Missionary_Activities_of_Ammon.txt,processed/regex_and_llm/vol41/August,vol41,August,lesson,Theology: Missionary Activities of Ammon,Leland H. Monson,match
07_Son_Flowers.txt,processed/regex_and_llm/vol41/August,vol41,August,poem,Son Flowers,Louise Morris Kelley,match
08_Sixty_Years_Ago.txt,processed/regex_and_llm/vol41/August,vol41,August,article,Sixty Years Ago,,match
09_Woman_s_Sphere.txt,processed/regex_and_llm/vol41/August,vol41,August,article,Woman's Sphere,Ramona W. Cannon,match
10_Editorial_Conversation_in_the_Home.txt,processed/regex_and_llm/vol41/August,vol41,August,editorial,Editorial: Conversation in the Home,Velma N. Simonsen,match
11_Manna.txt,processed/regex_and_llm/vol41/August,vol41,August,poem,Manna,Mabel Jones Gabbott,match
12_Two_Together.txt,processed/regex_and_llm/vol41/August,vol41,August,poem,Two Together,Agda Gronbech Harlow,match
13_In_Their_Lonely_Years.txt,processed/regex_and_llm/vol41/August,vol41,August,poem,In Their Lonely Years,Ing Smith,match
14_New_Light.txt,processed/regex_and_llm/vol41/August,vol41,August,fiction,New Light,Lucile Tournear,match
15_Bed_Jackets.txt,processed/regex_and_llm/vol41/August,vol41,August,article,Bed Jackets,Elizabeth Williamson,match
16_Quilts_for_All_the_Family.txt,processed/regex_and_llm/vol41/August,vol41,August,article,Quilts for All the Family,,match
17_The_Falling_Shackles_Chapter_3.txt,processed/regex_and_llm/vol41/August,vol41,August,fiction,"The Falling Shackles, Chapter 3",Margery S. Stewart,match
18_Work_Meeting_Sewing_Machines.txt,processed/regex_and_llm/vol41/August,vol41,August,lesson,Work Meeting: Sewing Machines,Rhea H. Gardner,match
19_Visiting_Teacher_Messages_But_If_Ye_Will_Nourish_the_Word_Yea_Nourish_the_Tree_a.txt,processed/regex_and_llm/vol41/August,vol41,August,lesson,"Visiting Teacher Messages: But If Ye Will Nourish the Word, Yea, Nourish the Tree as It Beginneth to Grow",Leone O. Jacobs,match
20_Literature_John_Ruskin.txt,processed/regex_and_llm/vol41/August,vol41,August,lesson,Literature: John Ruskin,Briant S. Jacobs,match
TOC.txt,processed/regex_and_llm/vol41/August,vol41,August,toc,TOC,,
ADS.txt,processed/regex_and_llm/vol41/August,vol41,August,ads,ADS,,
MISC.txt,processed/regex_and_llm/vol41/August,vol41,August,misc,MISC,,
01_From_Near_and_Far.txt,processed/regex_and_llm/vol41/September,vol41,September,article,From Near and Far,,match
02_Fruits_of_Freedom.txt,processed/regex_and_llm/vol41/September,vol41,September,poem,Fruits of Freedom,Alberta H. Christensen,match
03_Unspoken_Words.txt,processed/regex_and_llm/vol41/September,vol41,September,poem,Unspoken Words,Emily Carey Alleman,match
04_But_Where_Are_the_Nine.txt,processed/regex_and_llm/vol41/September,vol41,September,article,But Where Are the Nine?,Sylvia Probst Young,match
05_One_to_Tell.txt,processed/regex_and_llm/vol41/September,vol41,September,fiction,One to Tell,Frances C. Yost,match
06_Work_Meeting_Washers_and_Dryers.txt,processed/regex_and_llm/vol41/September,vol41,September,lesson,Work Meeting: Washers and Dryers,Rhea H. Gardner,match
07_End_of_Summer.txt,processed/regex_and_llm/vol41/September,vol41,September,poem,End of Summer,Beatrice Knowlton Ekman,match
08_Ralph.txt,processed/regex_and_llm/vol41/September,vol41,September,article,Ralph,Dorothy A. Johnson,match
09_Wind_Fingers.txt,processed/regex_and_llm/vol41/September,vol41,September,poem,Wind Fingers,Grace Barker Wilson,match
10_Sixty_Years_Ago.txt,processed/regex_and_llm/vol41/September,vol41,September,article,Sixty Years Ago,,match
11_Woman_s_Sphere.txt,processed/regex_and_llm/vol41/September,vol41,September,article,Woman's Sphere,Ramona W. Cannon,match
12_Editorial_Congratulations_to_President_David_O_McKay_on_His_Eighty_First_Birthda.txt,processed/regex_and_llm/vol41/September,vol41,September,editorial,Editorial: Congratulations to President David O. McKay on His Eighty-First Birthday,,match
13_Editorial_Be_Ye_Kind.txt,processed/regex_and_llm/vol41/September,vol41,September,editorial,Editorial: Be Ye Kind,Marianne C. Sharp,match
14_Annual_General_Relief_Society_Conference.txt,processed/regex_and_llm/vol41/September,vol41,September,article,Annual General Relief Society Conference,,match
15_The_Long_Night.txt,processed/regex_and_llm/vol41/September,vol41,September,fiction,The Long Night,Maurine B. Hansen,match
16_Storing_Wheat.txt,processed/regex_and_llm/vol41/September,vol41,September,article,Storing Wheat,,match
17_No_Secrets_Between_Them.txt,processed/regex_and_llm/vol41/September,vol41,September,fiction,No Secrets Between Them,Dorothy Boys Kilian,match
18_A_Letter_From_Mother.txt,processed/regex_and_llm/vol41/September,vol41,September,article,A Letter From Mother,Clara Horne Park,match
19_The_Falling_Shackles_Chapter_4.txt,processed/regex_and_llm/vol41/September,vol41,September,fiction,"The Falling Shackles, Chapter 4",Margery S. Stewart,match
20_Provident.txt,processed/regex_and_llm/vol41/September,vol41,September,poem,Provident,Lael W. Hill,match
21_Gramaw.txt,processed/regex_and_llm/vol41/September,vol41,September,article,Gramaw,Kathryn Forbes Clyde,match
22_We_Don_t_Do_It_All_Ourselves.txt,processed/regex_and_llm/vol41/September,vol41,September,article,We Don't Do It All Ourselves,Margaret Allen,match
23_When_You_Reach_Bottom.txt,processed/regex_and_llm/vol41/September,vol41,September,article,When You Reach Bottom,Evelyn Dorio,match
24_Spendthrift_Artistry.txt,processed/regex_and_llm/vol41/September,vol41,September,poem,Spendthrift Artistry,Renie H. Littlewood,match
25_Kitchens_for_Living.txt,processed/regex_and_llm/vol41/September,vol41,September,article,Kitchens for Living,Celia Luce,match
26_Theology_Missions_of_Other_Sons_of_Mosiah.txt,processed/regex_and_llm/vol41/September,vol41,September,lesson,Theology: Missions of Other Sons of Mosiah,Leland H. Monson,match
27_Traditional.txt,processed/regex_and_llm/vol41/September,vol41,September,poem,Traditional,Beulah Huish Sadleir,match
28_Schoolboy.txt,processed/regex_and_llm/vol41/September,vol41,September,poem,Schoolboy,Eva Willes Wangsgaard,match
TOC.txt,processed/regex_and_llm/vol41/September,vol41,September,toc,TOC,,
ADS.txt,processed/regex_and_llm/vol41/September,vol41,September,ads,ADS,,
MISC.txt,processed/regex_and_llm/vol41/September,vol41,September,misc,MISC,,
01_Relief_Society_Responsibilities.txt,processed/regex_and_llm/vol41/October,vol41,October,article,Relief Society Responsibilities,Joseph Fielding Smith,match
02_Night.txt,processed/regex_and_llm/vol41/October,vol41,October,poem,Night,Sylvia Probst Young,match
03_The_International_Council_of_Women_Conference_at_Helsinki_Finland.txt,processed/regex_and_llm/vol41/October,vol41,October,article,"The International Council of Women Conference at Helsinki, Finland",Belle S. Spafford,match
04_Visitor.txt,processed/regex_and_llm/vol41/October,vol41,October,poem,Visitor,Genevieve Groen,match
